Quantity,Name,Set Name,Collector Number,Foil/Variant,Condition,Language
1,Third Path Iconoclast,The Brothers' War,223,Normal,NM,EN
1,Third Path Savant,The Brothers' War,67,Normal,NM,EN
1,Thirst for Knowledge,Commander Legends,103,Normal,NM,EN
1,Thopter Architect,The Brothers' War,29,Normal,NM,EN
1,Thopter Assembly,Launch Parties,13,Foil,NM,EN
3,Thopter Foundry,Alara Reborn,133,Normal,NM,EN
3,Thopter Mechanic,The Brothers' War,68,Normal,NM,EN
1,Thopter Spy Network,Magic Origins,79,Foil,NM,EN
2,Thorn Elemental,Dominaria,185,Normal,NM,EN
1,Thorn of the Black Rose,Commander Legends,154,Normal,NM,EN
1,Thornbite Staff,Morningtide,145,Foil,NM,EN
1,Thornglint Bridge,Modern Horizons 2,258,Normal,NM,EN
1,Thornhide Wolves,Shadows over Innistrad,232,Normal,NM,EN
1,Thornweald Archer,Commander 2014,219,Normal,NM,EN
4,Thought Distortion,Core Set 2020,117,Normal,NM,EN
4,Thought Scour,Dark Ascension,52,Normal,NM,EN
1,Thought Vessel,Commander Anthology Volume II,224,Normal,NM,EN
1,Thought Vessel,Commander Legends,346,Normal,NM,EN
1,Thoughtcast,Modern Masters 2015,64,Normal,NM,EN
1,Thoughtcast,Modern Masters 2015,64,Foil,NM,EN
1,Thoughtseize,Double Masters,344,Normal,NM,EN
4,Thoughtseize,Time Spiral Remastered,334,Normal,NM,EN
4,Thoughtseize,Lorwyn,145,Normal,NM,EN
3,Thoughtseize,Theros,107,Normal,NM,EN
2,Thraben Doomsayer,Dark Ascension,25,Normal,NM,EN
1,Thraben Inspector,Shadows over Innistrad,44,Normal,NM,EN
1,Thran Dynamo,Urza's Destiny,139,Normal,NM,EN
1,Thran Spider,The Brothers' War,254,Normal,NM,EN
1,Thran Temporal Gateway,Dominaria,233,Foil,NM,EN
1,Thraxodemon,The Brothers' War,115,Normal,NM,EN
1,Three Visits,Commander Legends,261,Normal,NM,EN
3,Thriving Bluff,Jumpstart,33,Normal,NM,EN
2,Thriving Grove,Jumpstart,34,Normal,NM,EN
1,Thriving Heath,Jumpstart,35,Normal,NM,EN
2,Thriving Isle,Jumpstart,36,Normal,NM,EN
6,Throttle,Khans of Tarkir,93,Normal,NM,JP
1,Thrummingbird,Commander Anthology Volume II,52,Normal,NM,EN
1,Thundering Sparkmage,Zendikar Rising,171,Normal,NM,EN
1,Thwart the Grave,Zendikar Rising,130,Normal,NM,EN
3,"Tiana, Ship's Caretaker",Dominaria,208,Normal,NM,EN
4,"Tibalt, Rakish Instigator",War of the Spark,146,Normal,NM,EN
1,Tide Skimmer,Core Set 2021,79,Normal,NM,EN
4,Tidehollow Sculler,Shards of Alara,202,Normal,NM,EN
2,Tidespout Tyrant,Dissension,34,Normal,NM,EN
1,Timberwatch Elf,Commander 2014,220,Normal,NM,EN
1,Time of Ice,Dominaria,70,Normal,NM,EN
1,Time Sieve,Alara Reborn,31,Normal,NM,EN
1,Timebender,Time Spiral Remastered,93,Normal,NM,EN
1,Tin Street Hooligan,Guildpact,78,Normal,NM,EN
3,Tireless Tracker,Shadows over Innistrad,233,Normal,NM,EN
1,Titania's Chosen,Commander 2014,221,Normal,NM,EN
2,Titanic Growth,Core Set 2019,205,Normal,NM,EN
1,Titanic Growth,Core Set 2021,210,Normal,NM,EN
1,"Tobias, Doomed Conqueror",Dominaria United Commander,45,Normal,NM,EN
1,"Toggo, Goblin Weaponsmith",Commander Legends,204,Normal,NM,EN
1,Tolarian Kraken,Core Set 2021,80,Normal,NM,EN
5,Tolarian Scholar,Core Set 2019,80,Normal,NM,EN
3,Tolarian Sentinel,Time Spiral Remastered,94,Normal,NM,EN
1,Tomb of the Spirit Dragon,Khans of Tarkir,245,Foil,NM,JP
1,Tombstalker,Time Spiral Remastered,146,Normal,NM,EN
4,Tome Scour,Magic 2010,76,Normal,NM,EN
1,"Tomorrow, Azami's Familiar",Betrayers of Kamigawa,58,Normal,NM,EN
1,Topplegeist,Shadows over Innistrad,45,Normal,NM,EN
2,Torch Gauntlet,Kaladesh,237,Normal,NM,EN
1,"Torgaar, Famine Incarnate",Dominaria,108,Normal,NM,EN
1,"Tori D'Avenant, Fury Rider",Dominaria United,322,Foil,NM,EN
1,Tormenting Voice,Dragons of Tarkir,163,Normal,NM,EN
1,Tormenting Voice,Core Set 2019,164,Normal,NM,EN
1,"Tormod, the Desecrator",Commander Legends,155,Normal,NM,EN
1,Tormod's Crypt,Chronicles,89,Normal,NM,EN
2,Tormod's Crypt,The Dark,109,Normal,NM,EN
2,Tormod's Crypt,Magic 2013,219,Normal,NM,EN
1,Tornado Elemental,Commander 2014,222,Normal,NM,EN
1,Torpor Orb,New Phyrexia,162,Normal,NM,EN
1,Totally Lost,War of the Spark,74,Normal,NM,EN
1,Touch of the Void,Battle for Zendikar,134,Normal,NM,EN
4,"Tourach, Dread Cantor",Modern Horizons 2,102,Normal,NM,EN
1,Trade Routes,Mercadian Masques,112,Normal,NM,EN
1,Trading Post,Commander Anthology Volume II,225,Normal,NM,EN
1,Trading Post,Magic 2013,220,Normal,NM,EN
4,Tragic Poet,Dominaria,37,Normal,NM,EN
1,Tragic Slip,Dark Ascension,76,Normal,NM,EN
1,Trained Orgg,Seventh Edition,224,Normal,NM,EN
1,Tranquil Cove,Ikoria: Lair of Behemoths,257,Normal,NM,EN
1,Transcendent Master,Rise of the Eldrazi,51,Normal,NM,EN
1,Transmogrant Altar,The Brothers' War,124,Normal,NM,EN
1,Transmogrant's Crown,The Brothers' War,125,Normal,NM,EN
4,Transmogrify,Core Set 2021,167,Normal,NM,EN
1,Transmute Artifact,Antiquities,58,Normal,NM,EN
4,Traverse the Ulvenwald,Shadows over Innistrad,234,Normal,NM,EN
1,Trawler Drake,Phyrexia: All Will Be One,74,Normal,NM,JP
1,"Traxos, Scourge of Kroog",Dominaria,234,Foil,NM,EN
1,Trazyn the Infinite,"Warhammer 40,000 Commander",65,Normal,NM,EN
1,Treasure Cruise,Ultimate Masters,79,Normal,NM,EN
1,Treasury Thrull,Gatecrash,201,Normal,NM,EN
1,Treetop Ambusher,Modern Horizons,186,Normal,NM,EN
1,Treetop Village,Urza's Legacy,143,Normal,NM,EN
1,Trinket Mage,Scars of Mirrodin,48,Foil,NM,EN
3,Triumph of Gerrard,Dominaria,38,Normal,NM,EN
2,Tromp the Domains,Time Spiral Remastered,242,Normal,NM,EN
1,Trophy Mage,Aether Revolt,48,Foil,NM,EN
3,Trove Tracker,Commander Legends,104,Normal,NM,EN
1,True Conviction,Commander 2014,93,Normal,NM,EN
1,Trufflesnout,Core Set 2021,212,Normal,NM,EN
1,Trusty Packbeast,Commander Legends,53,Normal,NM,EN
1,Tukatongue Thallid,Modern Masters 2015,167,Foil,NM,EN
1,Tuktuk Rubblefort,Zendikar Rising,173,Normal,NM,EN
1,Tuktuk the Explorer,Commander Anthology Volume II,124,Normal,NM,EN
1,Tundra,Revised Edition,304,Normal,NM,EN
2,Turn // Burn,Dragon's Maze,134,Normal,NM,EN
4,Turn the Earth,Innistrad: Midnight Hunt,205,Normal,NM,EN
1,Turn to Slag,Scars of Mirrodin,106,Normal,NM,EN
1,Tuya Bearclaw,Commander Legends,292,Normal,NM,EN
4,Twiddle,Seventh Edition,107,Normal,NM,EN
1,Twilight Mire,Eventide,180,Normal,NM,EN
1,Twilight Shepherd,Commander 2014,94,Normal,NM,EN
2,Twinferno,Dominaria United,149,Normal,NM,EN
1,Twinferno,Dominaria United,149,Foil,NM,EN
1,Twinscroll Shaman,Strixhaven: School of Mages,118,Normal,NM,EN
1,Two-Headed Giant,Dominaria,147,Normal,NM,EN
1,Two-Headed Zombie,Core Set 2019,123,Normal,NM,EN
1,Tyrant's Familiar,Commander Anthology Volume II,125,Normal,NM,EN
1,"Ugin, the Ineffable",War of the Spark,2,Foil,NM,EN
1,"Ugin, the Spirit Dragon",Fate Reforged,1,Foil,NM,EN
1,Ugin's Nexus,Khans of Tarkir,227,Normal,NM,EN
1,Ulamog's Crusher,Modern Masters 2015,7,Normal,NM,EN
1,Umbral Juke,Strixhaven: School of Mages,89,Normal,NM,EN
1,Unbounded Potential,Modern Horizons 2,36,Normal,NM,EN
5,Unburial Rites,Innistrad,122,Normal,NM,EN
1,Undead Augur,Modern Horizons,112,Normal,NM,EN
1,Underground Sea,Revised Edition,305,Normal,NM,EN
1,Undergrowth Stadium,Commander Legends,359,Normal,NM,EN
2,Underhanded Designs,Kaladesh,104,Normal,NM,EN
4,Underworld Breach,Theros Beyond Death,161,Normal,NM,EN
4,Undying Evil,Dark Ascension,77,Normal,NM,EN
3,Undying Rage,Commander Legends,205,Normal,NM,EN
4,Unearth,Urza's Legacy,72,Normal,NM,EN
4,Unflinching Courage,Dragon's Maze,111,Normal,NM,EN
5,Unholy Heat,Modern Horizons 2,145,Normal,NM,EN
3,Unified Will,Rise of the Eldrazi,92,Foil,NM,EN
1,Universal Solvent,Commander Legends,347,Normal,NM,EN
1,Unknown Shores,Oath of the Gatewatch,181,Normal,NM,EN
1,Unleash Shell,The Brothers' War,155,Normal,NM,EN
4,Unmarked Grave,Modern Horizons 2,106,Normal,NM,EN
1,Unnatural Restoration,Phyrexia: All Will Be One,191,Normal,NM,JP
4,Unravel the Aether,Born of the Gods,143,Normal,NM,EN
1,Unstable Obelisk,Commander Anthology Volume II,227,Normal,NM,EN
2,Unsubstantiate,Eldritch Moon,79,Normal,NM,EN
1,Unsubstantiate,Core Set 2021,82,Normal,NM,EN
1,Untamed Kavu,Dominaria,186,Normal,NM,EN
5,Unwind,Dominaria,72,Normal,NM,EN
1,Unwinding Clock,The Brothers' War Retro Artifacts,124,Normal,NM,EN
1,Unwinding Clock,New Phyrexia,164,Foil,NM,EN
1,Urabrask's Anointer,Phyrexia: All Will Be One,293,Normal,NM,JP
1,Urbis Protector,Masters 25,37,Normal,NM,EN
1,Urborg Syphon-Mage,Time Spiral Remastered,148,Normal,NM,EN
2,"Urborg, Tomb of Yawgmoth",Magic 2015,248,Normal,NM,EN
1,"Urgoros, the Empty One",Dominaria,109,Normal,NM,EN
3,"Urza, Powerstone Prodigy",The Brothers' War,69,Normal,NM,EN
1,Urza's Factory,Time Spiral Remastered,288,Normal,NM,EN
1,Urza's Mine,Antiquities,75,Normal,NM,EN
1,Urza's Power Plant,Chronicles,98,Normal,NM,EN
1,Urza's Power Plant,Antiquities,82,Normal,NM,EN
1,Urza's Rebuff,The Brothers' War,71,Normal,NM,EN
1,Urza's Ruinous Blast,Dominaria,39,Normal,NM,EN
1,Urza's Saga,Modern Horizons 2,380,Normal,NM,EN
2,Urza's Tome,Dominaria,235,Normal,NM,EN
1,Urza's Tower,Chronicles,104,Normal,NM,EN
1,Urza's Tower,Antiquities,86,Normal,NM,EN
1,Urza's Workshop,The Brothers' War Commander,51,Normal,NM,EN
1,Utility Knife,Zendikar Rising,256,Normal,NM,EN
2,Utopia Vow,Time Spiral Remastered,245,Normal,NM,EN
1,Utter End,Magic Game Day Cards,40,Foil,NM,EN
2,Utter End,Khans of Tarkir,210,Normal,NM,EN
1,"Vaevictis Asmadi, the Dire",Core Set 2019,225,Normal,NM,EN
1,Valakut Invoker,Commander Legends,206,Normal,NM,EN
1,"Valakut, the Molten Pinnacle",Zendikar,228,Normal,NM,EN
1,"Valduk, Keeper of the Flame",Dominaria,148,Normal,NM,EN
1,Valorous Steed,Core Set 2021,42,Normal,NM,EN
1,Vampire Hexmage,Time Spiral Remastered,335,Normal,NM,EN
2,Vampire Hexmage,Zendikar,114,Normal,NM,EN
1,Vampire Lacerator,Masters 25,114,Foil,NM,EN
2,Vampiric Link,Planar Chaos,92,Normal,NM,EN
1,Vampiric Tutor,Visions,22,Normal,NM,EN
1,Vandalblast,Return to Ravnica,111,Foil,NM,EN
4,Vanishing Verse,Strixhaven: School of Mages,244,Normal,NM,EN
4,Vapor Snag,New Phyrexia,48,Normal,NM,EN
1,Vastwood Fortification // Vastwood Thicket,Zendikar Rising,216,Normal,NM,EN
1,Vault of the Archangel,Dark Ascension,158,Normal,NM,EN
2,Vault of Whispers,Mirrodin,286,Normal,NM,EN
1,Vault of Whispers,Mirrodin,286,Foil,NM,EN
4,Vault Skirge,WPN/Gateway,71,Foil,NM,EN
4,Veil of Summer,Core Set 2020,198,Normal,NM,EN
3,Veiling Oddity,Time Spiral Remastered,95,Normal,NM,EN
1,Velomachus Lorehold,Strixhaven: School of Mages,283,Normal,NM,EN
1,Venomous Hierophant,Theros Beyond Death,122,Normal,NM,EN
1,"Venser, the Sojourner",Scars of Mirrodin,135,Normal,NM,EN
4,Verdant Catacombs,Zendikar,229,Normal,NM,EN
1,Verdant Haven,Magic 2015,206,Normal,NM,EN
1,Vermin Gorger,Modern Horizons 2,107,Normal,NM,EN
2,Vessel of Ephemera,Shadows over Innistrad,48,Normal,NM,EN
4,Vessel of Nascency,Masters 25,193,Normal,NM,EN
1,Veteran Cathar,Shadows over Innistrad,238,Normal,NM,EN
2,Veteran's Powerblade,The Brothers' War,41,Normal,NM,EN
2,Viashino Pyromancer,Core Set 2019,166,Normal,NM,EN
5,Vicious Offering,Dominaria,110,Normal,NM,EN
1,"Viconia, Drow Apostate",Commander Legends: Battle for Baldur's Gate,156,Normal,NM,EN
1,Vile Requiem,Urza's Saga,167,Normal,NM,EN
4,Vindicate,Modern Horizons 2,322,Normal,NM,EN
1,Vindicate,Apocalypse,126,Normal,NM,EN
1,Virulent Sliver,Time Spiral Remastered,246,Normal,NM,EN
2,Viscera Seer,Commander Legends,158,Normal,NM,EN
1,Viscera Seer,Magic 2011,120,Normal,NM,EN
1,"Vito, Thorn of the Dusk Rose",Core Set 2021,127,Normal,NM,EN
1,Vivid Creek,Modern Masters,226,Normal,NM,EN
1,Vivid Marsh,Modern Masters,228,Normal,NM,EN
1,Vivid Meadow,Modern Masters,229,Normal,NM,EN
1,Vivisection Evangelist,Phyrexia: All Will Be One,220,Normal,NM,JP
1,Vivisurgeon's Insight,Phyrexia: All Will Be One,77,Normal,NM,JP
4,Vizier of Tumbling Sands,Amonkhet,75,Normal,NM,EN
1,Vizzerdrix,Starter 1999,59,Normal,NM,EN
4,Vodalian Arcanist,Dominaria,73,Normal,NM,EN
1,Vodalian Arcanist,Core Set 2021,83,Normal,NM,EN
2,Void Mirror,Modern Horizons 2,435,Normal,NM,EN
1,Void Winnower,Battle for Zendikar,17,Normal,NM,EN
1,Voidslime,Secret Lair Drop,137,Normal,NM,EN
1,Voidwing Hybrid,Phyrexia: All Will Be One,221,Normal,NM,JP
1,Volcanic Dragon,Commander Legends,207,Normal,NM,EN
1,Volcanic Dragon,Core Set 2019,167,Normal,NM,EN
1,Volcanic Island,Revised Edition,306,Normal,LP,EN
1,Volcanic Offering,Commander Anthology Volume II,126,Normal,NM,EN
1,Volcanic Torrent,Commander Legends,208,Normal,NM,EN
1,Voltaic Brawler,Kaladesh,189,Normal,NM,EN
1,Voltaic Key,Urza's Saga,314,Normal,NM,EN
1,Voltaic Key,Magic 2011,219,Foil,NM,EN
4,Voltaic Servant,Dominaria,236,Normal,NM,EN
1,Vow of Duty,Commander Legends,54,Normal,NM,EN
1,Vow of Flight,Commander Legends,105,Normal,NM,EN
1,Vow of Lightning,Commander Legends,209,Normal,NM,EN
1,Vow of Torment,Commander Legends,159,Normal,NM,EN
2,Vow of Wildness,Commander Legends,262,Normal,NM,EN
1,"Vraska, Golgari Queen",Guilds of Ravnica,213,Normal,NM,EN
1,"Vraska, Swarm's Eminence",Secret Lair Drop,536,Foil,NM,EN
1,Vulshok Splitter,Phyrexia: All Will Be One,156,Normal,NM,JP
1,Wailing Ghoul,Eldritch Moon,112,Normal,NM,EN
1,Walk the Aeons,Time Spiral Remastered,98,Normal,NM,EN
1,Walking Ballista,Secret Lair Drop,58,Foil,NM,EN
1,Walking Ballista,Aether Revolt,181,Normal,NM,EN
1,Walking Ballista,Aether Revolt,181,Foil,NM,EN
1,Wall of Runes,Core Set 2021,85,Normal,NM,EN
1,Wall of Vines,Core Set 2019,210,Normal,NM,EN
3,Warcry Phoenix,Dominaria,150,Normal,NM,EN
1,Warden of Evos Isle,Jumpstart,191,Normal,NM,EN
1,Warden of Evos Isle,Commander Legends,106,Normal,NM,EN
1,Warfire Javelineer,Jumpstart,370,Normal,NM,EN
1,Warleader's Helix,Dragon's Maze,116,Normal,NM,EN
2,Warlord's Elite,The Brothers' War,32,Normal,NM,EN
4,Warlord's Fury,Dominaria,151,Normal,NM,EN
1,Warmonger Hellkite,Commander Anthology Volume II,128,Normal,NM,EN
1,Warping Wail,Oath of the Gatewatch,12,Normal,NM,EN
1,Wasteland,Tempest,340,Normal,NM,EN
3,Wastes,Oath of the Gatewatch,183,Foil,NM,EN
1,Watcher in the Web,Shadows over Innistrad,239,Normal,NM,EN
1,Watcher Sliver,Time Spiral Remastered,49,Normal,NM,EN
1,Watchful Blisterzoa,Phyrexia: All Will Be One,78,Normal,NM,JP
1,Watchwolf,Masters 25,220,Normal,NM,EN
1,Watery Grave,Zendikar Expeditions,7,Foil,NM,EN
2,Watery Grave,Ravnica: City of Guilds,286,Normal,NM,EN
1,Wavesifter,Modern Horizons 2,217,Normal,NM,EN
1,Wayfarer's Bauble,Commander Anthology Volume II,229,Normal,NM,EN
3,Weakstone's Subjugation,The Brothers' War,72,Normal,NM,EN
2,Wear // Tear,Dragon's Maze,135,Normal,NM,EN
5,Weather the Storm,Modern Horizons,191,Normal,NM,EN
1,Weight of Memory,Dominaria,74,Normal,NM,EN
1,Welding Sparks,Commander Legends,210,Normal,NM,EN
1,Welkin Tern,Magic 2013,79,Normal,NM,EN
1,Wellwisher,Commander 2014,223,Normal,NM,EN
1,Whip of Erebos,Theros,110,Normal,NM,EN
2,Whipflare,New Phyrexia,102,Normal,NM,EN
1,Whir of Invention,Aether Revolt,49,Foil,NM,EN
1,Whirling Strike,The Brothers' War,157,Normal,NM,EN
1,Whirlwind,Commander 2014,224,Normal,NM,EN
1,Whisper of the Dross,Phyrexia: All Will Be One,117,Normal,NM,JP
2,"Whisper, Blood Liturgist",Dominaria,111,Normal,NM,EN
1,Whisperer of the Wilds,Fate Reforged,144,Normal,NM,EN
1,Whispersilk Cloak,Darksteel,160,Normal,NM,EN
1,White Sun's Zenith,Commander 2014,95,Normal,NM,EN
1,Whitemane Lion,Commander 2014,96,Normal,NM,EN
1,Whitemane Lion,Time Spiral Remastered,50,Normal,NM,EN
3,Wild Celebrants,Commander Legends,212,Normal,NM,EN
3,Wild Onslaught,Dominaria,188,Normal,NM,EN
1,Wild Wanderer,Kaladesh,173,Normal,NM,EN
1,Wildheart Invoker,Jumpstart,444,Normal,NM,EN
3,Wildheart Invoker,Commander Legends,263,Normal,NM,EN
1,Wildheart Invoker,Commander Legends,263,Foil,NM,EN
2,Wildsize,Commander Legends,264,Normal,NM,EN
1,Wildwood Scourge,Core Set 2021,214,Normal,NM,EN
1,Windcaller Aven,Modern Horizons,77,Normal,NM,EN
1,Windfall,Urza's Saga,111,Normal,NM,EN
4,Windgrace Acolyte,Dominaria,112,Normal,NM,EN
4,Windswept Heath,Onslaught,328,Normal,NM,EN
1,Wing Shards,Commander 2014,97,Normal,NM,EN
1,Winter's Rest,Modern Horizons,78,Normal,NM,EN
1,Wipe Away,Time Spiral Remastered,100,Normal,NM,EN
1,Wipe Away,Time Spiral,94,Normal,NM,EN
1,Wipe Clean,Scourge,26,Foil,NM,EN
1,Wiretapping,Streets of New Capenna,65,Normal,NM,EN
4,Wishclaw Talisman,Throne of Eldraine,110,Normal,NM,EN
1,Wishclaw Talisman,Throne of Eldraine,110,Foil,NM,EN
1,Witch's Vengeance,Throne of Eldraine,111,Normal,NM,EN
1,Witching Well,Throne of Eldraine,74,Foil,NM,EN
1,Wizard's Retort,Dominaria,75,Normal,NM,EN
1,Wolfbriar Elemental,Commander 2014,225,Normal,NM,EN
1,Wolfcaller's Howl,Commander 2014,52,Normal,NM,EN
1,Wood Elves,Commander 2014,226,Normal,NM,EN
1,Woodcaller Automaton,The Brothers' War,292,Normal,NM,EN
4,Wooded Foothills,Onslaught,330,Normal,NM,EN
4,Woodfall Primus,Shadowmoor,135,Normal,NM,EN
1,Woodland Cemetery,Dominaria,248,Normal,NM,EN
1,Woodland Patrol,Eldritch Moon,180,Normal,NM,EN
1,Woodweaver's Puzzleknot,Kaladesh,240,Normal,NM,EN
1,Woolly Loxodon,Masters 25,195,Normal,NM,EN
1,Word of Seizing,Commander Anthology Volume II,131,Normal,NM,EN
2,Workshop Assistant,Commander Legends,348,Normal,NM,EN
1,Workshop Assistant,Kaladesh,241,Normal,NM,EN
1,Workshop Assistant,Kaladesh,241,Foil,NM,EN
1,World-Weary,Modern Horizons 2,109,Normal,NM,EN
1,Worldgorger Dragon,Judgment,103,Normal,NM,EN
1,Worldheart Phoenix,Modern Masters 2015,135,Normal,NM,EN
1,Worldspine Wurm,Return to Ravnica,140,Normal,NM,EN
1,Wormhole Serpent,Strixhaven: School of Mages,62,Normal,NM,EN
1,Wrath of God,Tenth Edition,61,Normal,NM,EN
1,Wrath of God,Tenth Edition,61,Foil,NM,EN
1,Wren's Run Packmaster,Commander 2014,227,Normal,NM,EN
1,Wren's Run Vanquisher,Jumpstart,447,Normal,NM,EN
4,Wrenn and Six,Modern Horizons,217,Normal,NM,EN
1,"Wrexial, the Risen Deep",Commander,239,Normal,NM,EN
1,Wring Flesh,Magic 2012,118,Normal,NM,EN
1,Wurmcoil Engine,Commander Anthology Volume II,231,Normal,NM,EN
1,Wurmcoil Engine,The Brothers' War Retro Artifacts,126,Normal,NM,EN
1,Wurmcoil Engine,Scars of Mirrodin,223,Foil,NM,EN
1,Xander's Lounge,Streets of New Capenna,294,Normal,NM,EN
1,"Xenagos, God of Revels",Born of the Gods,156,Normal,LP,EN
4,Yargle and Multani,March of the Machine,256,Normal,NM,EN
1,"Yargle, Glutton of Urborg",Dominaria,113,Normal,NM,EN
4,Yavimaya Coast,Apocalypse,143,Normal,NM,EN
6,Yavimaya Sapherd,Dominaria,189,Normal,NM,EN
1,Yavimaya Steelcrusher,Dominaria United,152,Normal,NM,EN
1,Yawgmoth's Will,Urza's Saga,171,Normal,NM,EN
1,"Yedora, Grave Gardener",Multiverse Legends,30,Normal,NM,EN
1,"Yidris, Maelstrom Wielder",Secret Lair Drop,455,Normal,NM,EN
4,Yixlid Jailer,Future Sight,93,Normal,NM,EN
1,"Yorion, Sky Nomad",Ikoria: Lair of Behemoths,232,Normal,NM,EN
1,Yotian Frontliner,The Brothers' War,42,Normal,NM,EN
1,You Find Some Prisoners,Adventures in the Forgotten Realms,169,Normal,NM,EN
1,Young Necromancer,Modern Horizons 2,110,Normal,NM,EN
1,Young Pyromancer,Time Spiral Remastered,353,Normal,NM,EN
4,Young Pyromancer,Magic 2014,163,Normal,NM,EN
2,"Zacama, Primal Calamity",Rivals of Ixalan,174,Normal,NM,EN
2,Zagoth Triome,Ikoria: Lair of Behemoths,259,Normal,NM,EN
1,"Zara, Renegade Recruiter",Commander Legends,294,Normal,NM,EN
4,Zealous Persecution,Alara Reborn,85,Normal,NM,EN
1,Zephyr Boots,Strixhaven: School of Mages,261,Normal,NM,EN
1,Zhalfirin Void,League Promos,3,Normal,NM,EN
2,Zhalfirin Void,Dominaria,249,Normal,NM,EN
1,Zhur-Taa Swine,Gatecrash,210,Foil,NM,EN
1,Ziatora's Proving Ground,Streets of New Capenna,295,Normal,NM,EN
1,"Zimone, Quandrix Prodigy",Strixhaven: School of Mages,250,Normal,NM,EN
1,"Zirda, the Dawnwaker",Ikoria: Lair of Behemoths,360,Foil,NM,EN
1,Zombie Ogre,Adventures in the Forgotten Realms,129,Normal,NM,EN
1,Zulaport Cutthroat,Time Spiral Remastered,337,Normal,NM,EN
